#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NZ_JAJNSX010000016.1 -         Sodium               RF03071    cm        1       55    41334    41286      -    no    1 0.39   0.0   48.1   1.3e-06 !   Lactobacillus delbrueckii subsp. bulgaricus strain FAM 22166 FAM22166-i1-1_scf16, whole genome shotgun sequence
NZ_ANMJ01000002.1    -         Sodium               RF03071    cm        1       55    14711    14660      -    no    1 0.38   0.0    7.8   2.7e+04 ?   Lacticaseibacillus paracasei subsp. paracasei Lpp46 contig00005, whole genome shotgun sequence
NZ_PHLE01000001.1    -         Sodium               RF03071    cm        1       55  1887535  1887563      +    no    1 0.52   0.0    7.8   2.7e+04 ?   Enterococcus faecalis strain 16-196 16-196_scaffold_1_, whole genome shotgun sequence
NZ_PHRR01000309.1    -         Sodium               RF03071    cm        1       55       19       63      +    no    1 0.53   0.0    7.8   2.7e+04 ?   Neisseria meningitidis strain PMB5019 185312-PMB5019_contig_201, whole genome shotgun sequence
NZ_MSCZ01000003.1    -         Sodium               RF03071    cm       29       55    24953    24987      +    no    1 0.37   0.0    7.8   2.7e+04 ?   Acinetobacter baumannii strain 11598 scaffold17, whole genome shotgun sequence
NZ_PRGG01000014.1    -         Sodium               RF03071    cm       29       55   104222   104188      -    no    1 0.37   0.0    7.8   2.7e+04 ?   Acinetobacter baumannii strain AB-HZ-S15 sp_sm_15_ctg014_256629, whole genome shotgun sequence
NZ_BJKF01000030.1    -         Sodium               RF03071    cm       29       55     2186     2220      +    no    1 0.37   0.0    7.8   2.7e+04 ?   Acinetobacter baumannii strain NIPH17_0019 contig_30, whole genome shotgun sequence
NZ_LANV01000001.1    -         Sodium               RF03071    cm       40       51   457401   457412      +    no    1 0.50   0.0    7.8   2.7e+04 ?   Anaplasma phagocytophilum str. ApMUC09 apMUC09.contig.0_1, whole genome shotgun sequence
NZ_LASO01000003.1    -         Sodium               RF03071    cm       40       51   279632   279643      +    no    1 0.50   0.0    7.8   2.7e+04 ?   Anaplasma phagocytophilum str. CR1007 apCR1007.contig.2_1, whole genome shotgun sequence
NZ_QUJS01000033.1    -         Sodium               RF03071    cm       40       51      222      233      +    no    1 0.50   0.0    7.8   2.7e+04 ?   Clostridium sp. AM27-31LB AM27-31LB.Scaf33, whole genome shotgun sequence
NZ_QUJS01000033.1    -         Sodium               RF03071    cm       40       51      515      526      +    no    1 0.50   0.0    7.8   2.7e+04 ?   Clostridium sp. AM27-31LB AM27-31LB.Scaf33, whole genome shotgun sequence
NZ_AJXG01000128.1    -         Sodium               RF03071    cm       40       51      172      183      +    no    1 0.50   0.0    7.8   2.7e+04 ?   Pseudomonas tolaasii PMS117 contig00132_contig_1, whole genome shotgun sequence
NZ_UTCO01001013.1    -         Sodium               RF03071    cm        4       27      211      189      -    no    1 0.35   0.0    7.8   2.7e+04 ?   Pseudomonas viridiflava isolate p11.H3, whole genome shotgun sequence
NZ_AUTJ01000129.1    -         Sodium               RF03071    cm        1       55    51797    51746      -    no    1 0.29   0.9    7.8   2.7e+04 ?   Pseudoalteromonas sp. TB13 ctg129, whole genome shotgun sequence
NZ_JAHEAI010000001.1 -         Sodium               RF03071    cm        1       55  1855599  1855562      -    no    1 0.53   0.0    7.8   2.7e+04 ?   Flavihumibacter fluminis strain IMCC34837 NODE_1_length_4996758_cov_32.528644, whole genome shotgun sequence
NZ_MCWV02000001.1    -         Sodium               RF03071    cm        1       55   958683   958638      -    no    1 0.39   0.0    7.8   2.7e+04 ?   Vibrio lentus strain 10N.261.55.C8 10N26155C8_0, whole genome shotgun sequence
NZ_SZVD01000017.1    -         Sodium               RF03071    cm       39       52    74389    74402      +    no    1 0.64   0.0    7.8   2.8e+04 ?   Enterobacter ludwigii strain ES-1 NODE_17_length_91537_cov_178.634955, whole genome shotgun sequence
NZ_QRVY01000014.1    -         Sodium               RF03071    cm        3       28     8251     8224      -    no    1 0.36   0.0    7.8   2.8e+04 ?   Ruminococcus bromii strain AF21-10LB AF21-10LB.Scaf14, whole genome shotgun sequence
NZ_VUMV01000003.1    -         Sodium               RF03071    cm       39       52   195142   195129      -    no    1 0.57   0.0    7.8   2.8e+04 ?   Bilifractor porci strain Oil+RF-744-WCA-WT-13 seq3, whole genome shotgun sequence
NZ_AFUQ01000001.1    -         Sodium               RF03071    cm        3       28   691106   691082      -    no    1 0.32   0.0    7.7   2.8e+04 ?   Streptococcus infantis X Contig83, whole genome shotgun sequence
NZ_JEWX01000126.1    -         Sodium               RF03071    cm        1       55      673      722      +    no    1 0.20   1.4    7.7   2.8e+04 ?   Acinetobacter sp. 272263 ab272263.contig.125_1, whole genome shotgun sequence
NZ_AUTJ01000186.1    -         Sodium               RF03071    cm        4       27     5826     5804      -    no    1 0.35   0.0    7.7   2.8e+04 ?   Pseudoalteromonas sp. TB13 ctg186, whole genome shotgun sequence
NZ_AWWY01000155.1    -         Sodium               RF03071    cm       39       52     7665     7652      -    no    1 0.43   0.0    7.7   2.8e+04 ?   Vibrio mimicus CAIM 1882 contig00180, whole genome shotgun sequence
NZ_AWWL01000154.1    -         Sodium               RF03071    cm       39       52     7650     7637      -    no    1 0.43   0.0    7.7   2.8e+04 ?   Vibrio mimicus CAIM 1883 contig00174, whole genome shotgun sequence
NZ_WMAD01000021.1    -         Sodium               RF03071    cm        4       27    20878    20856      -    no    1 0.39   0.0    7.7   2.8e+04 ?   Streptococcus equi subsp. zooepidemicus strain ISU38408 contig021, whole genome shotgun sequence
NZ_SRKT01000004.1    -         Sodium               RF03071    cm        4       27   126558   126537      -    no    1 0.32   0.0    7.7   2.8e+04 ?   Flavobacterium columnare strain 1723 contig4, whole genome shotgun sequence
NZ_ANMK01000075.1    -         Sodium               RF03071    cm        1       55     4229     4181      -    no    1 0.43   0.0    7.7   2.8e+04 ?   Lacticaseibacillus paracasei subsp. paracasei Lpp120 contig00082, whole genome shotgun sequence
NZ_ANML01000083.1    -         Sodium               RF03071    cm        1       55    13754    13706      -    no    1 0.43   0.0    7.7   2.8e+04 ?   Lacticaseibacillus paracasei subsp. paracasei Lpp223 contig00088, whole genome shotgun sequence
NZ_ANMI01000119.1    -         Sodium               RF03071    cm        1       55    13162    13114      -    no    1 0.43   0.0    7.7   2.8e+04 ?   Lacticaseibacillus paracasei subsp. paracasei Lpp22 contig00129, whole genome shotgun sequence
NZ_JAHEAI010000001.1 -         Sodium               RF03071    cm        1       55  2432018  2431995      -    no    1 0.54   0.0    7.7   2.8e+04 ?   Flavihumibacter fluminis strain IMCC34837 NODE_1_length_4996758_cov_32.528644, whole genome shotgun sequence
NZ_QYUU01000009.1    -         Sodium               RF03071    cm        1       55    72224    72188      -    no    1 0.22   0.3    7.7   2.8e+04 ?   Campylobacter coli strain F8 Contig_9, whole genome shotgun sequence
NZ_QRVY01000004.1    -         Sodium               RF03071    cm        1       55   107566   107616      +    no    1 0.49   0.0    7.7   2.8e+04 ?   Ruminococcus bromii strain AF21-10LB AF21-10LB.Scaf4, whole genome shotgun sequence
NZ_LAOH01000058.1    -         Sodium               RF03071    cm        4       27    29605    29581      -    no    1 0.36   0.0    7.7   2.8e+04 ?   Rickettsia amblyommatis str. Darkwater craDarkwater.contig.57_1, whole genome shotgun sequence
NZ_SRKT01000002.1    -         Sodium               RF03071    cm        3       28   526169   526148      -    no    1 0.14   0.0    7.7   2.9e+04 ?   Flavobacterium columnare strain 1723 contig2, whole genome shotgun sequence
NZ_SADT02000247.1    -         Sodium               RF03071    cm        1       55       58       26      -    no    1 0.67   0.0    7.7   2.9e+04 ?   Mesorhizobium sp. M2E.F.Ca.ET.219.01.1.1 NODE_250_length_290_cov_0.0981595, whole genome shotgun sequence
NZ_JACIER010000054.1 -         Sodium               RF03071    cm        3       28      422      443      +    no    1 0.27   0.0    7.7   2.9e+04 ?   Bacteroides reticulotermitis strain DSM 105720 Ga0373282_54, whole genome shotgun sequence
NZ_UUPA01000028.1    -         Sodium               RF03071    cm        1       55       61       21      -    no    1 0.54   0.0    7.7   2.9e+04 ?   Pseudomonas viridiflava isolate p4.D3, whole genome shotgun sequence
NZ_QQQX01000008.1    -         Sodium               RF03071    cm        1       55    37470    37429      -    no    1 0.21   0.1    7.7   2.9e+04 ?   Mesomycoplasma hyopneumoniae strain MHP699 Mhp699_8_length_39281_cov_13.2882, whole genome shotgun sequence
NZ_MOSX01000010.1    -         Sodium               RF03071    cm        1       55   118324   118373      +    no    1 0.24   0.0    7.7   2.9e+04 ?   Clostridioides difficile strain 6607-DH/ST42 6607_contig000010, whole genome shotgun sequence
NZ_MNPM02000010.1    -         Sodium               RF03071    cm        1       55    59205    59233      +    no    1 0.34   0.0    7.7   2.9e+04 ?   Mastigocladus laminosus UU774 scaffold_9, whole genome shotgun sequence
NZ_CABMIR010000003.1 -         Sodium               RF03071    cm        1       55    41682    41756      +    no    1 0.52   0.0    7.7   2.9e+04 ?   Vibrio metoecus isolate MGYG-HGUT-02368, whole genome shotgun sequence
NZ_LCUD01000003.1    -         Sodium               RF03071    cm        1       55    41682    41756      +    no    1 0.52   0.0    7.7   2.9e+04 ?   Vibrio metoecus strain 06-2478, whole genome shotgun sequence
NZ_QQQX01000011.1    -         Sodium               RF03071    cm        3       28    18711    18737      +    no    1 0.30   0.0    7.7   2.9e+04 ?   Mesomycoplasma hyopneumoniae strain MHP699 Mhp699_11_length_32777_cov_12.7314, whole genome shotgun sequence
NZ_QQQX01000001.1    -         Sodium               RF03071    cm        1       55    32069    32106      +    no    1 0.18   0.5    7.7   2.9e+04 ?   Mesomycoplasma hyopneumoniae strain MHP699 Mhp699_1_length_88123_cov_14.0038, whole genome shotgun sequence
NZ_JABTZX010000006.1 -         Sodium               RF03071    cm        1       55   670973   670918      -    no    1 0.38   0.0    7.7   2.9e+04 ?   Staphylococcus aureus strain 18SBCL674 18SBCL674STA_7, whole genome shotgun sequence
NZ_MNPM02000006.1    -         Sodium               RF03071    cm       40       51     2739     2728      -    no    1 0.42   0.0    7.7   2.9e+04 ?   Mastigocladus laminosus UU774 scaffold_5, whole genome shotgun sequence
NZ_JPZA01000430.1    -         Sodium               RF03071    cm       40       51     3974     3963      -    no    1 0.42   0.0    7.7   2.9e+04 ?   Avibacterium paragallinarum strain Modesto contig00652, whole genome shotgun sequence
NZ_SETK01000194.1    -         Sodium               RF03071    cm       40       51      450      439      -    no    1 0.42   0.0    7.7   2.9e+04 ?   Citrobacter freundii strain 116E2 116E2_S31_R1__paired__contig_194, whole genome shotgun sequence
NZ_SRKT01000003.1    -         Sodium               RF03071    cm       40       51   306200   306211      +    no    1 0.42   0.0    7.7   2.9e+04 ?   Flavobacterium columnare strain 1723 contig3, whole genome shotgun sequence
NZ_PXLP01000336.1    -         Sodium               RF03071    cm       40       51       40       29      -    no    1 0.42   0.0    7.7   2.9e+04 ?   Klebsiella pneumoniae strain CRE07 NODE_336_length_285_cov_1.2, whole genome shotgun sequence
NZ_QJQD01000075.1    -         Sodium               RF03071    cm       40       51      265      276      +    no    1 0.42   0.0    7.7   2.9e+04 ?   Serratia marcescens strain 1707 NODE_75_length_556_cov_1.34266, whole genome shotgun sequence
NZ_BAKK01000003.1    -         Sodium               RF03071    cm        1       55   115614   115662      +    no    1 0.31   0.0    7.7     3e+04 ?   Bacteroides faecichinchillae JCM 17102, whole genome shotgun sequence
NZ_BAKK01000010.1    -         Sodium               RF03071    cm       37       54    65952    65936      -    no    1 0.47   0.0    7.6     3e+04 ?   Bacteroides faecichinchillae JCM 17102, whole genome shotgun sequence
NZ_SRKT01000003.1    -         Sodium               RF03071    cm        3       28   306136   306163      +    no    1 0.21   0.0    7.6     3e+04 ?   Flavobacterium columnare strain 1723 contig3, whole genome shotgun sequence
NZ_JPZA01000400.1    -         Sodium               RF03071    cm       38       53      415      400      -    no    1 0.44   0.0    7.6     3e+04 ?   Avibacterium paragallinarum strain Modesto contig00620, whole genome shotgun sequence
NZ_CABMIR010000027.1 -         Sodium               RF03071    cm        1       55    22577    22622      +    no    1 0.37   0.0    7.6     3e+04 ?   Vibrio metoecus isolate MGYG-HGUT-02368, whole genome shotgun sequence
NZ_LCUD01000027.1    -         Sodium               RF03071    cm        1       55    22577    22622      +    no    1 0.37   0.0    7.6     3e+04 ?   Vibrio metoecus strain 06-2478, whole genome shotgun sequence
NZ_CABGVC010000006.1 -         Sodium               RF03071    cm       37       54   102427   102444      +    no    1 0.44   0.0    7.6     3e+04 ?   Klebsiella pneumoniae strain 4928STDY7071672, whole genome shotgun sequence
NZ_WJWO01000001.1    -         Sodium               RF03071    cm       37       54   248550   248533      -    no    1 0.44   0.0    7.6     3e+04 ?   Klebsiella pneumoniae strain CriePir26 NODE_1_length_350888_cov_56.4399, whole genome shotgun sequence
NZ_JAGXJQ010000343.1 -         Sodium               RF03071    cm        1       55      139       72      -    no    1 0.41   0.0    7.6     3e+04 ?   Bacillus sp. GbtcB11 B11_448, whole genome shotgun sequence
NZ_AGHM01000392.1    -         Sodium               RF03071    cm        1       55       65       89      +    no    1 0.40   0.0    7.6     3e+04 ?   Streptococcus sobrinus TCI-2 contig00392, whole genome shotgun sequence
NZ_WMAD01000009.1    -         Sodium               RF03071    cm       39       52     9068     9055      -    no    1 0.36   0.0    7.6     3e+04 ?   Streptococcus equi subsp. zooepidemicus strain ISU38408 contig009, whole genome shotgun sequence
NZ_JABTZX010000006.1 -         Sodium               RF03071    cm        1       55  1154892  1154853      -    no    1 0.20   0.2    7.6     3e+04 ?   Staphylococcus aureus strain 18SBCL674 18SBCL674STA_7, whole genome shotgun sequence
NZ_JTCJ01000101.1    -         Sodium               RF03071    cm        1       55     4870     4932      +    no    1 0.49   0.0    7.6     3e+04 ?   Pseudomonas putida strain SQ1 Contig_501_PpSQ1, whole genome shotgun sequence
NZ_JACOED010000158.1 -         Sodium               RF03071    cm       38       53      294      279      -    no    1 0.69   0.0    7.6     3e+04 ?   Klebsiella sp. Kps NODE_164_length_329_cov_0.797619, whole genome shotgun sequence
NZ_QROA01000012.1    -         Sodium               RF03071    cm        1       55    41250    41305      +    no    1 0.30   0.0    7.6     3e+04 ?   Lachnospira eligens strain AF41-18 AF41-18.Scaf12, whole genome shotgun sequence
NZ_PVLK01000004.1    -         Sodium               RF03071    cm        1       55    33843    33874      +    no    1 0.28   0.0    7.6     3e+04 ?   Streptococcus agalactiae strain SA12AQUAVET NODE_4_length_91113_cov_23.0354, whole genome shotgun sequence
NZ_QRVY01000015.1    -         Sodium               RF03071    cm        6       25     5878     5856      -    no    1 0.35   0.0    7.6     3e+04 ?   Ruminococcus bromii strain AF21-10LB AF21-10LB.Scaf15, whole genome shotgun sequence
NZ_JAFLOC010000173.1 -         Sodium               RF03071    cm        1       18       24        2      -    3'    3 0.52   0.0    7.6     3e+04 ?   Vibrio sp. Vb0877 NODE_192_length_317_cov_1.091667, whole genome shotgun sequence
NZ_POGA01000253.1    -         Sodium               RF03071    cm        1       55      243      212      -    no    1 0.59   0.0    7.6   3.1e+04 ?   Pseudomonas sp. MPR-R2A6 NODE_253_length_276_cov_0.718593, whole genome shotgun sequence
NZ_QQQX01000001.1    -         Sodium               RF03071    cm        1       55    42824    42802      -    no    1 0.26   0.0    7.6   3.1e+04 ?   Mesomycoplasma hyopneumoniae strain MHP699 Mhp699_1_length_88123_cov_14.0038, whole genome shotgun sequence
NZ_LITE01000167.1    -         Sodium               RF03071    cm        1       55      144      206      +    no    1 0.24   0.3    7.6   3.1e+04 ?   Lactococcus cremoris strain AM2 contig_225, whole genome shotgun sequence
NZ_VDRK01000059.1    -         Sodium               RF03071    cm        1       55      174      203      +    no    1 0.40   0.0    7.6   3.1e+04 ?   Staphylococcus pettenkoferi strain DE0465 NODE_80_length_260_cov_52.913706, whole genome shotgun sequence
NZ_MNPM02000009.1    -         Sodium               RF03071    cm        1       55    60063    60118      +    no    1 0.55   0.0    7.6   3.1e+04 ?   Mastigocladus laminosus UU774 scaffold_8, whole genome shotgun sequence
NZ_JACSMP010000033.1 -         Sodium               RF03071    cm        3       28      244      216      -    no    1 0.28   0.0    7.6   3.1e+04 ?   Exiguobacterium sp. s80 scaffold32, whole genome shotgun sequence
NZ_CDMV01000041.1    -         Sodium               RF03071    cm        1       55   153369   153326      -    no    1 0.39   0.0    7.6   3.1e+04 ?   Klebsiella variicola strain 801, whole genome shotgun sequence
NZ_JYOF01000013.1    -         Sodium               RF03071    cm        1       55   160605   160664      +    no    1 0.50   0.0    7.6   3.1e+04 ?   Pseudomonas sp. 2(2015) contig13, whole genome shotgun sequence
NZ_ANMM01000004.1    -         Sodium               RF03071    cm       38       53    31188    31203      +    no    1 0.44   0.0    7.6   3.1e+04 ?   Lacticaseibacillus paracasei subsp. paracasei Lpp225 contig00004, whole genome shotgun sequence
NZ_MOSX01000003.1    -         Sodium               RF03071    cm        3       28   319215   319238      +    no    1 0.33   0.0    7.6   3.1e+04 ?   Clostridioides difficile strain 6607-DH/ST42 6607_contig000003, whole genome shotgun sequence
NZ_NXGO01000070.1    -         Sodium               RF03071    cm        1       55    20935    20896      -    no    1 0.20   0.1    7.6   3.1e+04 ?   Candidatus Hodgkinia cicadicola strain MAGTDC contig_33, whole genome shotgun sequence
NZ_VMIL01000080.1    -         Sodium               RF03071    cm        1       55      436      391      -    no    1 0.33   0.0    7.5   3.1e+04 ?   Acinetobacter baumannii strain 20826 NODE_87_length_665_cov_0.526022, whole genome shotgun sequence
NZ_VMIT01000176.1    -         Sodium               RF03071    cm        1       55      406      451      +    no    1 0.33   0.0    7.5   3.1e+04 ?   Acinetobacter baumannii strain 208214 NODE_199_length_480_cov_0.696884, whole genome shotgun sequence
NZ_AEHP01000040.1    -         Sodium               RF03071    cm        1       55     6684     6640      -    no    1 0.31   0.0    7.5   3.1e+04 ?   Lactobacillus iners LactinV 03V1-b contig00001, whole genome shotgun sequence
NZ_ACJD01000001.1    -         Sodium               RF03071    cm        1       55   511780   511748      -    no    1 0.52   0.0    7.5   3.1e+04 ?   Brucella ceti str. Cudo chromosome I VBI00081_1, whole genome shotgun sequence
NZ_RZMK01000874.1    -         Sodium               RF03071    cm        1       55      304      274      -    no    1 0.55   0.0    7.5   3.1e+04 ?   Klebsiella pneumoniae strain NJGLYY3842-CR NJGLYY3842_Contig936, whole genome shotgun sequence
NZ_PUJX01000165.1    -         Sodium               RF03071    cm        1       55       46       19      -    no    1 0.18   0.2    7.5   3.2e+04 ?   Photorhabdus luminescens subsp. mexicana strain MEX47-22 scaffold_0165, whole genome shotgun sequence
NZ_QYUU01000007.1    -         Sodium               RF03071    cm        1       55    58293    58348      +    no    1 0.23   1.9    7.5   3.2e+04 ?   Campylobacter coli strain F8 Contig_7, whole genome shotgun sequence
NZ_AFUQ01000003.1    -         Sodium               RF03071    cm        1       55    27948    27988      +    no    1 0.29   0.0    7.5   3.2e+04 ?   Streptococcus infantis X ctg1128491769473, whole genome shotgun sequence
NZ_VMIS01000164.1    -         Sodium               RF03071    cm        1       55      321      366      +    no    1 0.30   0.0    7.5   3.2e+04 ?   Acinetobacter baumannii strain 208213 NODE_168_length_479_cov_0.065156, whole genome shotgun sequence
NZ_VMJP01000138.1    -         Sodium               RF03071    cm        1       55      142      187      +    no    1 0.30   0.0    7.5   3.2e+04 ?   Acinetobacter baumannii strain 7156 NODE_148_length_453_cov_0.443425, whole genome shotgun sequence
NZ_VMHY01000109.1    -         Sodium               RF03071    cm        1       55        7       52      +    no    1 0.30   0.0    7.5   3.2e+04 ?   Acinetobacter baumannii strain 5124 NODE_122_length_908_cov_0.229193, whole genome shotgun sequence
NZ_VMIL01000080.1    -         Sodium               RF03071    cm        1       55       58       13      -    no    1 0.30   0.0    7.5   3.2e+04 ?   Acinetobacter baumannii strain 20826 NODE_87_length_665_cov_0.526022, whole genome shotgun sequence
NZ_VMIT01000168.1    -         Sodium               RF03071    cm        1       55       38       83      +    no    1 0.30   0.0    7.5   3.2e+04 ?   Acinetobacter baumannii strain 208214 NODE_190_length_491_cov_0.373626, whole genome shotgun sequence
NZ_VMIH01000182.1    -         Sodium               RF03071    cm        1       55       72      117      +    no    1 0.30   0.0    7.5   3.2e+04 ?   Acinetobacter baumannii strain 20822 NODE_206_length_393_cov_0.511278, whole genome shotgun sequence
NZ_VMIS01000382.1    -         Sodium               RF03071    cm        1       55      284      239      -    no    1 0.30   0.0    7.5   3.2e+04 ?   Acinetobacter baumannii strain 208213 NODE_410_length_354_cov_0.537445, whole genome shotgun sequence
NZ_VMIH01000096.1    -         Sodium               RF03071    cm        1       55      323      278      -    no    1 0.30   0.0    7.5   3.2e+04 ?   Acinetobacter baumannii strain 20822 NODE_102_length_541_cov_0.801932, whole genome shotgun sequence
NZ_VMIB01000059.1    -         Sodium               RF03071    cm        1       55     1033     1078      +    no    1 0.30   0.0    7.5   3.2e+04 ?   Acinetobacter baumannii strain 5127 NODE_62_length_1151_cov_0.337561, whole genome shotgun sequence
NZ_RHJA01000054.1    -         Sodium               RF03071    cm        5       26      226      246      +    no    1 0.14   0.0    7.5   3.2e+04 ?   Staphylococcus aureus strain VB32131 NODE_54_length_483_cov_1.74219_ID_107, whole genome shotgun sequence
NZ_MSCZ01000053.1    -         Sodium               RF03071    cm        3       28    29223    29200      -    no    1 0.29   0.0    7.5   3.2e+04 ?   Acinetobacter baumannii strain 11598 scaffold26, whole genome shotgun sequence
NZ_NQXZ01000097.1    -         Sodium               RF03071    cm        1       55    45718    45686      -    no    1 0.58   0.0    7.5   3.2e+04 ?   Pseudomonas congelans strain RMX815.1a seq115_Contig99, whole genome shotgun sequence
NZ_VWYC01000134.1    -         Sodium               RF03071    cm        1       55     1856     1780      -    no    1 0.48   0.0    7.5   3.2e+04 ?   Vibrio mimicus strain ATCC 33654 contig134, whole genome shotgun sequence
NZ_JAKETK010000003.1 -         Sodium               RF03071    cm        3       28   106971   106946      -    no    1 0.12   0.2    7.5   3.2e+04 ?   Terrisporobacter glycolicus strain WW3900 TerrGly2WW010522_contig_3, whole genome shotgun sequence
NZ_MSCZ01000020.1    -         Sodium               RF03071    cm        3       28    92943    92917      -    no    1 0.37   0.0    7.5   3.2e+04 ?   Acinetobacter baumannii strain 11598 scaffold5, whole genome shotgun sequence
NZ_PRGG01000028.1    -         Sodium               RF03071    cm        3       28   217393   217367      -    no    1 0.37   0.0    7.5   3.2e+04 ?   Acinetobacter baumannii strain AB-HZ-S15 sp_sm_15_ctg028_220868, whole genome shotgun sequence
NZ_BJKF01000013.1    -         Sodium               RF03071    cm        3       28    65085    65111      +    no    1 0.37   0.0    7.5   3.2e+04 ?   Acinetobacter baumannii strain NIPH17_0019 contig_13, whole genome shotgun sequence
NZ_CABMIR010000001.1 -         Sodium               RF03071    cm        1       55   189223   189194      -    no    1 0.53   0.1    7.5   3.2e+04 ?   Vibrio metoecus isolate MGYG-HGUT-02368, whole genome shotgun sequence
NZ_LCUD01000001.1    -         Sodium               RF03071    cm        1       55   189223   189194      -    no    1 0.53   0.1    7.5   3.2e+04 ?   Vibrio metoecus strain 06-2478, whole genome shotgun sequence
NZ_JAHEAI010000001.1 -         Sodium               RF03071    cm        1       55  3780788  3780751      -    no    1 0.34   0.1    7.5   3.2e+04 ?   Flavihumibacter fluminis strain IMCC34837 NODE_1_length_4996758_cov_32.528644, whole genome shotgun sequence
NZ_BDGQ01000243.1    -         Sodium               RF03071    cm        1       55    17216    17175      -    no    1 0.38   0.0    7.5   3.2e+04 ?   Thaumasiovibrio subtropicus strain C4V358, whole genome shotgun sequence
NZ_FYTN01000005.1    -         Sodium               RF03071    cm        5       26    71650    71628      -    no    1 0.39   0.0    7.5   3.2e+04 ?   Streptococcus pneumoniae strain UoS5098, whole genome shotgun sequence
NZ_JABTZX010000006.1 -         Sodium               RF03071    cm        1       55  1445350  1445389      +    no    1 0.17   0.4    7.5   3.2e+04 ?   Staphylococcus aureus strain 18SBCL674 18SBCL674STA_7, whole genome shotgun sequence
NZ_JTCJ01000079.1    -         Sodium               RF03071    cm       38       53     9409     9395      -    no    1 0.53   0.0    7.5   3.2e+04 ?   Pseudomonas putida strain SQ1 Contig_907_PpSQ1, whole genome shotgun sequence
NZ_VEBE01000265.1    -         Sodium               RF03071    cm        1       55      476      419      -    no    1 0.21   1.1    7.5   3.3e+04 ?   Bacillus thuringiensis strain DE0302 NODE_265_length_1069_cov_96.619284, whole genome shotgun sequence
NZ_MDCP01000156.1    -         Sodium               RF03071    cm       38       53    13462    13477      +    no    1 0.56   0.0    7.5   3.3e+04 ?   Geobacillus thermoleovorans strain N7 NODE_36_length_31916_cov_46.1872, whole genome shotgun sequence
NZ_RDBW01000029.1    -         Sodium               RF03071    cm        1       55    30824    30781      -    no    1 0.45   0.0    7.5   3.3e+04 ?   Pseudoalteromonas sp. J010 scaffold_28, whole genome shotgun sequence
NZ_QRVY01000002.1    -         Sodium               RF03071    cm        3       28   137110   137085      -    no    1 0.31   0.0    7.5   3.3e+04 ?   Ruminococcus bromii strain AF21-10LB AF21-10LB.Scaf2, whole genome shotgun sequence
NZ_PNER01000163.1    -         Sodium               RF03071    cm       38       53      273      258      -    no    1 0.69   0.0    7.5   3.3e+04 ?   Clostridioides difficile strain 14061807 NODE_254_length_355_cov_0.20614, whole genome shotgun sequence
NZ_BAKK01000004.1    -         Sodium               RF03071    cm        1       55   146627   146603      -    no    1 0.28   0.0    7.5   3.3e+04 ?   Bacteroides faecichinchillae JCM 17102, whole genome shotgun sequence
NZ_JADQBD010000188.1 -         Sodium               RF03071    cm        3       28      601      577      -    no    1 0.20   0.0    7.5   3.3e+04 ?   Chryseobacterium sp. RR2-3-20 NODE_188_length_643_cov_1.143382, whole genome shotgun sequence
NZ_SUMR01000069.1    -         Sodium               RF03071    cm        1       55     1206     1241      +    no    1 0.14   1.2    7.5   3.3e+04 ?   Lentilactobacillus buchneri strain S51 NODE_69_length_2818_cov_197.522437, whole genome shotgun sequence
NZ_BDGP01000198.1    -         Sodium               RF03071    cm        6       24    17593    17611      +    no    1 0.53   0.0    7.5   3.3e+04 ?   Thaumasiovibrio occultus strain C4II189, whole genome shotgun sequence
NZ_QRUI01000026.1    -         Sodium               RF03071    cm       40       51    10656    10645      -    no    1 0.75   0.0    7.4   3.3e+04 ?   Phocaeicola plebeius strain AF25-1LB AF25-1LB.Scaf26, whole genome shotgun sequence
NZ_JAHEAH010000002.1 -         Sodium               RF03071    cm       40       51   342271   342260      -    no    1 0.75   0.0    7.4   3.3e+04 ?   Flavihumibacter rivuli strain IMCC34838 NODE_2_length_739692_cov_30.023818, whole genome shotgun sequence
NZ_MIZL01000114.1    -         Sodium               RF03071    cm       40       51      226      237      +    no    1 0.75   0.0    7.4   3.3e+04 ?   Staphylococcus aureus strain IF6SW-P3A-RA scaffold_115, whole genome shotgun sequence
NZ_VMIL01000156.1    -         Sodium               RF03071    cm        1       55       59       14      -    no    1 0.30   0.0    7.4   3.3e+04 ?   Acinetobacter baumannii strain 20826 NODE_176_length_419_cov_0.119863, whole genome shotgun sequence
NZ_VMIT01000167.1    -         Sodium               RF03071    cm        1       55      107       62      -    no    1 0.30   0.0    7.4   3.3e+04 ?   Acinetobacter baumannii strain 208214 NODE_188_length_495_cov_0.222826, whole genome shotgun sequence
NZ_NOKQ01000142.1    -         Sodium               RF03071    cm       32       55       28        5      -    no    1 0.33   0.0    7.4   3.3e+04 ?   Tetzosporium hominis strain VT-49 NODE_285_length_244_cov_0.742515_ID_569, whole genome shotgun sequence
NZ_ACEQ02000001.1    -         Sodium               RF03071    cm        1       55    59746    59708      -    no    1 0.41   0.0    7.4   3.3e+04 ?   Neisseria lactamica ATCC 23970 N_lactamica-1.0.2_Cont0.1, whole genome shotgun sequence
