#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NZ_SEIL01000087.1    -         nhaA-I               RF03057    cm        1       55      289      239      -    no    1 0.49   0.0   51.0   8.5e-07 !   Acinetobacter lwoffii strain AL_065 NODE_83_length_12254_cov_23.0646, whole genome shotgun sequence
NZ_JACJNC010000030.1 -         nhaA-I               RF03057    cm       41       50    48570    48561      -    no    1 0.90   0.0   10.1     7e+03 ?   UNVERIFIED_ORG: Rhizobium esperanzae strain SEMIA 4002 Ga0394350_30, whole genome shotgun sequence
NZ_PXLK01000601.1    -         nhaA-I               RF03057    cm       41       50      139      130      -    no    1 0.90   0.0   10.1     7e+03 ?   Klebsiella pneumoniae strain CRE12 NODE_601_length_228_cov_1.30058, whole genome shotgun sequence
NZ_CDMV01000067.1    -         nhaA-I               RF03057    cm       41       50    16164    16155      -    no    1 0.90   0.0   10.1     7e+03 ?   Klebsiella variicola strain 801, whole genome shotgun sequence
NZ_CDMV01000089.1    -         nhaA-I               RF03057    cm       41       50     8801     8792      -    no    1 0.90   0.0   10.1     7e+03 ?   Klebsiella variicola strain 801, whole genome shotgun sequence
NZ_JAFFPQ010000001.1 -         nhaA-I               RF03057    cm       41       50   970570   970579      +    no    1 0.90   0.0   10.1     7e+03 ?   Flagellatimonas centrodinii strain R2A-3 contig1, whole genome shotgun sequence
NZ_JAFFPQ010000001.1 -         nhaA-I               RF03057    cm       41       50  1298935  1298944      +    no    1 0.90   0.0   10.1     7e+03 ?   Flagellatimonas centrodinii strain R2A-3 contig1, whole genome shotgun sequence
NZ_SZVD01000003.1    -         nhaA-I               RF03057    cm       41       50    57807    57816      +    no    1 0.90   0.0   10.1     7e+03 ?   Enterobacter ludwigii strain ES-1 NODE_3_length_215499_cov_176.924089, whole genome shotgun sequence
NZ_VUMV01000006.1    -         nhaA-I               RF03057    cm       41       50    85109    85100      -    no    1 0.90   0.0   10.1     7e+03 ?   Bilifractor porci strain Oil+RF-744-WCA-WT-13 seq6, whole genome shotgun sequence
NZ_CABVLX010000003.1 -         nhaA-I               RF03057    cm       41       50    92197    92206      +    no    1 0.90   0.0   10.1     7e+03 ?   Desulfovibrio diazotrophicus isolate Dwuxii, whole genome shotgun sequence
NZ_JTCJ01000010.1    -         nhaA-I               RF03057    cm       41       50      385      394      +    no    1 0.90   0.0   10.1     7e+03 ?   Pseudomonas putida strain SQ1 Contig_607_PpSQ1, whole genome shotgun sequence
NZ_JTCJ01000045.1    -         nhaA-I               RF03057    cm       41       50     4496     4505      +    no    1 0.90   0.0   10.1     7e+03 ?   Pseudomonas putida strain SQ1 Contig_334_PpSQ1, whole genome shotgun sequence
NZ_ACEQ02000024.1    -         nhaA-I               RF03057    cm       41       50     1650     1659      +    no    1 0.90   0.0   10.1     7e+03 ?   Neisseria lactamica ATCC 23970 N_lactamica-1.0.2_Cont23.1, whole genome shotgun sequence
NZ_JYOF01000007.1    -         nhaA-I               RF03057    cm       41       50    83428    83437      +    no    1 0.90   0.0   10.1     7e+03 ?   Pseudomonas sp. 2(2015) contig7, whole genome shotgun sequence
NZ_LUSX01000072.1    -         nhaA-I               RF03057    cm       41       50     1943     1952      +    no    1 0.90   0.0   10.1     7e+03 ?   Lonsdalea populi strain CFCC 11265 contig00072, whole genome shotgun sequence
NZ_MDCP01000204.1    -         nhaA-I               RF03057    cm       41       50    97954    97945      -    no    1 0.90   0.0   10.1     7e+03 ?   Geobacillus thermoleovorans strain N7 NODE_7_length_107845_cov_45.8626, whole genome shotgun sequence
NZ_MRVD01000020.1    -         nhaA-I               RF03057    cm       41       50    41865    41874      +    no    1 0.90   0.0   10.1     7e+03 ?   Ensifer adhaerens strain X097 Scaffold29, whole genome shotgun sequence
NZ_MRVD01000046.1    -         nhaA-I               RF03057    cm       41       50    39270    39261      -    no    1 0.90   0.0   10.1     7e+03 ?   Ensifer adhaerens strain X097 Scaffold69, whole genome shotgun sequence
NZ_NQXZ01000029.1    -         nhaA-I               RF03057    cm       41       50   133559   133568      +    no    1 0.90   0.0   10.1     7e+03 ?   Pseudomonas congelans strain RMX815.1a seq115_Contig29, whole genome shotgun sequence
NZ_NQXZ01000056.1    -         nhaA-I               RF03057    cm       41       50    20638    20629      -    no    1 0.90   0.0   10.1     7e+03 ?   Pseudomonas congelans strain RMX815.1a seq115_Contig56, whole genome shotgun sequence
NZ_NQYB01000002.1    -         nhaA-I               RF03057    cm       41       50   145971   145962      -    no    1 0.90   0.0   10.1     7e+03 ?   Pseudomonas congelans strain DM2.1.12.02A seq96_Contig2, whole genome shotgun sequence
NZ_NQYB01000145.1    -         nhaA-I               RF03057    cm       41       50    36456    36465      +    no    1 0.90   0.0   10.1     7e+03 ?   Pseudomonas congelans strain DM2.1.12.02A seq96_Contig182, whole genome shotgun sequence
NZ_CAKZ01000125.1    -         nhaA-I               RF03057    cm       41       50      629      620      -    no    1 0.90   0.0   10.1     7e+03 ?   Cronobacter dublinensis 1210, whole genome shotgun sequence
NZ_CAKZ01000139.1    -         nhaA-I               RF03057    cm       41       50    23532    23523      -    no    1 0.90   0.0   10.1     7e+03 ?   Cronobacter dublinensis 1210, whole genome shotgun sequence
NZ_WJWO01000008.1    -         nhaA-I               RF03057    cm       41       50    24500    24491      -    no    1 0.90   0.0   10.1     7e+03 ?   Klebsiella pneumoniae strain CriePir26 NODE_8_length_252674_cov_55.9063, whole genome shotgun sequence
NZ_JAOA01000002.1    -         nhaA-I               RF03057    cm       41       50    70751    70760      +    no    1 0.90   0.0   10.1     7e+03 ?   Mycobacterium kansasii 662 gmk662.contig.1, whole genome shotgun sequence
NZ_JAOA01000002.1    -         nhaA-I               RF03057    cm       41       50   311035   311044      +    no    1 0.90   0.0   10.1     7e+03 ?   Mycobacterium kansasii 662 gmk662.contig.1, whole genome shotgun sequence
NZ_JAOA01000009.1    -         nhaA-I               RF03057    cm       41       50   138509   138518      +    no    1 0.90   0.0   10.1     7e+03 ?   Mycobacterium kansasii 662 gmk662.contig.8, whole genome shotgun sequence
NZ_LAYQ01000001.1    -         nhaA-I               RF03057    cm       41       50   173721   173712      -    no    1 0.90   0.0   10.1     7e+03 ?   Corynebacterium minutissimum strain 1941 Contig_1, whole genome shotgun sequence
NZ_ACJD01000002.1    -         nhaA-I               RF03057    cm       41       50    38729    38738      +    no    1 0.90   0.0   10.1     7e+03 ?   Brucella ceti str. Cudo chromosome I VBI00081_2, whole genome shotgun sequence
NZ_JAAGLR010000645.1 -         nhaA-I               RF03057    cm       41       50      104       95      -    no    1 0.90   0.0   10.1     7e+03 ?   Streptomyces sp. SID11385 contig-26000019, whole genome shotgun sequence
NZ_BOMK01000118.1    -         nhaA-I               RF03057    cm       41       50     1118     1109      -    no    1 0.90   0.0   10.1     7e+03 ?   Actinoplanes digitatis strain NBRC 12512 sequence118, whole genome shotgun sequence
NZ_VLFG01001493.1    -         nhaA-I               RF03057    cm       41       50       68       59      -    no    1 0.90   0.0   10.1     7e+03 ?   Stenotrophomonas maltophilia strain AS012734 AS012734_1500, whole genome shotgun sequence
NZ_VKTW01000204.1    -         nhaA-I               RF03057    cm       41       50       38       29      -    no    1 0.90   0.0   10.1     7e+03 ?   Serratia marcescens strain AS012431 AS012431_204, whole genome shotgun sequence
NZ_ATDK01000120.1    -         nhaA-I               RF03057    cm       41       50      367      358      -    no    1 0.90   0.0   10.1     7e+03 ?   Pseudomonas avellanae BPIC 631 contig120, whole genome shotgun sequence
NZ_PEDB01000024.1    -         nhaA-I               RF03057    cm       41       50   188033   188024      -    no    1 0.90   0.0   10.1     7e+03 ?   Mycobacterium marinum strain DSM 43519 DSM43519_contig000024, whole genome shotgun sequence
NZ_PEDB01000068.1    -         nhaA-I               RF03057    cm       41       50    78682    78673      -    no    1 0.90   0.0   10.1     7e+03 ?   Mycobacterium marinum strain DSM 43519 DSM43519_contig000068, whole genome shotgun sequence
NZ_RZRK01001339.1    -         nhaA-I               RF03057    cm       41       50      144      153      +    no    1 0.90   0.0   10.1     7e+03 ?   Mesorhizobium sp. M7A.F.Ca.CA.004.12.1.1 NODE_1339_length_851_cov_1.7279, whole genome shotgun sequence
NZ_SRSR01000277.1    -         nhaA-I               RF03057    cm       41       50      165      174      +    no    1 0.90   0.0   10.1     7e+03 ?   Mesorhizobium sp. M4B.F.Ca.ET.143.01.1.1 NODE_278_length_307_cov_0.383333, whole genome shotgun sequence
NZ_VMQU01000385.1    -         nhaA-I               RF03057    cm       41       50      238      247      +    no    1 0.90   0.0   10.1     7e+03 ?   Mycobacterium helveticum strain 16-83 NODE_385_length_321_cov_53.409836, whole genome shotgun sequence
NZ_VMQV01000347.1    -         nhaA-I               RF03057    cm       41       50      238      247      +    no    1 0.90   0.0   10.1     7e+03 ?   Mycobacterium helveticum strain 17-773 NODE_347_length_321_cov_122.004098, whole genome shotgun sequence
NZ_CABEFZ010000072.1 -         nhaA-I               RF03057    cm       41       50    96507    96516      +    no    1 0.90   0.0   10.1     7e+03 ?   Desulfosarcina cetonica strain xyz, whole genome shotgun sequence
NZ_JAHEAI010000001.1 -         nhaA-I               RF03057    cm       41       50  2910946  2910955      +    no    1 0.90   0.0   10.1     7e+03 ?   Flavihumibacter fluminis strain IMCC34837 NODE_1_length_4996758_cov_32.528644, whole genome shotgun sequence
NZ_BIMO01000002.1    -         nhaA-I               RF03057    cm       41       50   213615   213624      +    no    1 0.90   0.0   10.1     7e+03 ?   Stenotrophomonas pavanii strain Y contig2, whole genome shotgun sequence
NZ_VKUO01000774.1    -         nhaA-I               RF03057    cm       41       50      162      171      +    no    1 0.90   0.0   10.1     7e+03 ?   Escherichia coli strain AS012411 AS012411_774, whole genome shotgun sequence
NZ_PDXT01000404.1    -         nhaA-I               RF03057    cm       41       50      358      367      +    no    1 0.90   0.0   10.1     7e+03 ?   Shigella flexneri strain FC2414 NODE_404_length_404_cov_3.45574_ID_807, whole genome shotgun sequence
NZ_QLFD01000051.1    -         nhaA-I               RF03057    cm       41       50      263      272      +    no    1 0.90   0.0   10.1     7e+03 ?   Salmonella enterica subsp. enterica serovar Panama strain Sal-3776 NODE_51_length_434_cov_2.615836, whole genome shotgun sequence
NZ_QLGI01000045.1    -         nhaA-I               RF03057    cm       41       50      248      257      +    no    1 0.90   0.0   10.1     7e+03 ?   Salmonella enterica subsp. enterica serovar Panama strain CDC4 NODE_45_length_524_cov_2.336427, whole genome shotgun sequence
NZ_QLFR01000060.1    -         nhaA-I               RF03057    cm       41       50      204      213      +    no    1 0.90   0.0   10.1     7e+03 ?   Salmonella enterica subsp. enterica serovar Panama strain Sal-3246 NODE_60_length_338_cov_2.636735, whole genome shotgun sequence
NZ_QLFI01000029.1    -         nhaA-I               RF03057    cm       41       50      528      537      +    no    1 0.90   0.0   10.1     7e+03 ?   Salmonella enterica subsp. enterica serovar Panama strain Sal-3677 NODE_29_length_855_cov_2.956693, whole genome shotgun sequence
NZ_QLFS01000040.1    -         nhaA-I               RF03057    cm       41       50      176      167      -    no    1 0.90   0.0   10.1     7e+03 ?   Salmonella enterica subsp. enterica serovar Panama strain Sal-3233 NODE_41_length_516_cov_2.787234, whole genome shotgun sequence
NZ_QLEW01000081.1    -         nhaA-I               RF03057    cm       41       50      272      281      +    no    1 0.90   0.0   10.1     7e+03 ?   Salmonella enterica subsp. enterica serovar Panama strain Sal-4041 NODE_82_length_300_cov_2.884058, whole genome shotgun sequence
NZ_QLEW01000110.1    -         nhaA-I               RF03057    cm       41       50      202      193      -    no    1 0.90   0.0   10.1     7e+03 ?   Salmonella enterica subsp. enterica serovar Panama strain Sal-4041 NODE_142_length_256_cov_2.423313, whole genome shotgun sequence
NZ_QLGM01000043.1    -         nhaA-I               RF03057    cm       41       50      479      488      +    no    1 0.90   0.0   10.1     7e+03 ?   Salmonella enterica subsp. enterica serovar Panama strain CDC32 NODE_43_length_749_cov_12962.586890, whole genome shotgun sequence
NZ_QLGH01000058.1    -         nhaA-I               RF03057    cm       41       50      208      199      -    no    1 0.90   0.0   10.1     7e+03 ?   Salmonella enterica subsp. enterica serovar Panama strain CDC5 NODE_58_length_591_cov_2.851406, whole genome shotgun sequence
NZ_QLFK01000031.1    -         nhaA-I               RF03057    cm       41       50      458      467      +    no    1 0.90   0.0   10.1     7e+03 ?   Salmonella enterica subsp. enterica serovar Panama strain Sal-3549 NODE_31_length_837_cov_3.026882, whole genome shotgun sequence
NZ_QLEX01000102.1    -         nhaA-I               RF03057    cm       41       50      113      122      +    no    1 0.90   0.0   10.1     7e+03 ?   Salmonella enterica subsp. enterica serovar Panama strain Sal-4040 NODE_131_length_255_cov_1.395062, whole genome shotgun sequence
NZ_QLHK01000034.1    -         nhaA-I               RF03057    cm       41       50      108      117      +    no    1 0.90   0.0   10.1     7e+03 ?   Salmonella enterica subsp. enterica serovar Panama strain CDC10 NODE_34_length_606_cov_4.097466, whole genome shotgun sequence
NZ_QLGX01000048.1    -         nhaA-I               RF03057    cm       41       50      202      211      +    no    1 0.90   0.0   10.1     7e+03 ?   Salmonella enterica subsp. enterica serovar Panama strain CDC22 NODE_48_length_421_cov_3.067073, whole genome shotgun sequence
NZ_QLFX01000039.1    -         nhaA-I               RF03057    cm       41       50      429      420      -    no    1 0.90   0.0   10.1     7e+03 ?   Salmonella enterica subsp. enterica serovar Panama strain Sal-3043 NODE_39_length_511_cov_2.605263, whole genome shotgun sequence
NZ_QLFA01000054.1    -         nhaA-I               RF03057    cm       41       50      194      203      +    no    1 0.90   0.0   10.1     7e+03 ?   Salmonella enterica subsp. enterica serovar Panama strain Sal-3788 NODE_54_length_335_cov_2.599174, whole genome shotgun sequence
NZ_QLHC01000041.1    -         nhaA-I               RF03057    cm       41       50      234      225      -    no    1 0.90   0.0   10.1     7e+03 ?   Salmonella enterica subsp. enterica serovar Panama strain CDC18 NODE_41_length_542_cov_1.832962, whole genome shotgun sequence
NZ_QLFZ01000051.1    -         nhaA-I               RF03057    cm       41       50      199      190      -    no    1 0.90   0.0   10.1     7e+03 ?   Salmonella enterica subsp. enterica serovar Panama strain NO-73 NODE_51_length_663_cov_3.166667, whole genome shotgun sequence
NZ_QLGT01000034.1    -         nhaA-I               RF03057    cm       41       50      206      215      +    no    1 0.90   0.0   10.1     7e+03 ?   Salmonella enterica subsp. enterica serovar Panama strain CDC26 NODE_34_length_558_cov_2.621505, whole genome shotgun sequence
NZ_QLHD01000051.1    -         nhaA-I               RF03057    cm       41       50      167      176      +    no    1 0.90   0.0   10.1     7e+03 ?   Salmonella enterica subsp. enterica serovar Panama strain CDC17 NODE_51_length_398_cov_2.832787, whole genome shotgun sequence
NZ_QLGU01000057.1    -         nhaA-I               RF03057    cm       41       50      297      288      -    no    1 0.90   0.0   10.1     7e+03 ?   Salmonella enterica subsp. enterica serovar Panama strain CDC25 NODE_58_length_334_cov_1.381743, whole genome shotgun sequence
NZ_QLHQ01000097.1    -         nhaA-I               RF03057    cm       41       50      122      131      +    no    1 0.90   0.0   10.1     7e+03 ?   Salmonella enterica subsp. enterica serovar Panama strain B86 NODE_105_length_283_cov_4.015789, whole genome shotgun sequence
NZ_QLGK01000053.1    -         nhaA-I               RF03057    cm       41       50       22       13      -    no    1 0.90   0.0   10.1     7e+03 ?   Salmonella enterica subsp. enterica serovar Panama strain CDC34 NODE_54_length_498_cov_6562.533333, whole genome shotgun sequence
NZ_QLGK01000053.1    -         nhaA-I               RF03057    cm       41       50      477      486      +    no    1 0.90   0.0   10.1     7e+03 ?   Salmonella enterica subsp. enterica serovar Panama strain CDC34 NODE_54_length_498_cov_6562.533333, whole genome shotgun sequence
NZ_QLHA01000067.1    -         nhaA-I               RF03057    cm       41       50      220      229      +    no    1 0.90   0.0   10.1     7e+03 ?   Salmonella enterica subsp. enterica serovar Panama strain CDC2 NODE_67_length_431_cov_3.437870, whole genome shotgun sequence
NZ_QLIC01000061.1    -         nhaA-I               RF03057    cm       41       50      314      323      +    no    1 0.90   0.0   10.1     7e+03 ?   Salmonella enterica subsp. enterica serovar Panama strain Sal-4043 NODE_70_length_506_cov_1.719128, whole genome shotgun sequence
NZ_QLIB01000051.1    -         nhaA-I               RF03057    cm       41       50      135      126      -    no    1 0.90   0.0   10.1     7e+03 ?   Salmonella enterica subsp. enterica serovar Panama strain Sal-4048 NODE_54_length_565_cov_1.262712, whole genome shotgun sequence
NZ_QLHO01000064.1    -         nhaA-I               RF03057    cm       41       50      107      116      +    no    1 0.90   0.0   10.1     7e+03 ?   Salmonella enterica subsp. enterica serovar Panama strain C05 NODE_64_length_538_cov_2.557303, whole genome shotgun sequence
NZ_QLHS01000119.1    -         nhaA-I               RF03057    cm       41       50      225      216      -    no    1 0.90   0.0   10.1     7e+03 ?   Salmonella enterica subsp. enterica serovar Panama strain B65 NODE_133_length_281_cov_2.223404, whole genome shotgun sequence
NZ_QLFG01000041.1    -         nhaA-I               RF03057    cm       41       50       69       78      +    no    1 0.90   0.0   10.1     7e+03 ?   Salmonella enterica subsp. enterica serovar Panama strain Sal-3685 NODE_41_length_522_cov_2.946387, whole genome shotgun sequence
NZ_QLHL01000104.1    -         nhaA-I               RF03057    cm       41       50       72       81      +    no    1 0.90   0.0   10.1     7e+03 ?   Salmonella enterica subsp. enterica serovar Panama strain C23 NODE_143_length_263_cov_3.729412, whole genome shotgun sequence
NZ_POGW01000171.1    -         nhaA-I               RF03057    cm       41       50      199      208      +    no    1 0.90   0.0   10.1     7e+03 ?   Pseudomonas sp. FW305-124 NODE_172_length_240_cov_0.889571, whole genome shotgun sequence
NZ_LXAS01000066.1    -         nhaA-I               RF03057    cm       41       50      372      363      -    no    1 0.90   0.0   10.1     7e+03 ?   Burkholderia pseudomallei strain MSHR1300 MSHR1300_159, whole genome shotgun sequence
NZ_NNIT01000582.1    -         nhaA-I               RF03057    cm       41       50      147      156      +    no    1 0.90   0.0   10.1     7e+03 ?   Vibrio parahaemolyticus strain D6_2 D6_2_contig582, whole genome shotgun sequence
NZ_VOBU01000153.1    -         nhaA-I               RF03057    cm       41       50      330      339      +    no    1 0.90   0.0   10.1     7e+03 ?   Xanthomonas vasicola strain BRIP-39150 scaffold_152, whole genome shotgun sequence
NZ_JACJNF010000002.1 -         nhaA-I               RF03057    cm       41       50    20457    20448      -    no    1 0.90   0.0   10.1     7e+03 ?   UNVERIFIED_ORG: Rhizobium esperanzae strain SEMIA 4042 Ga0394368_02, whole genome shotgun sequence
NZ_JACJNF010000013.1 -         nhaA-I               RF03057    cm       41       50   103082   103091      +    no    1 0.90   0.0   10.1     7e+03 ?   UNVERIFIED_ORG: Rhizobium esperanzae strain SEMIA 4042 Ga0394368_13, whole genome shotgun sequence
NZ_JACJNF010000014.1 -         nhaA-I               RF03057    cm       41       50    40977    40968      -    no    1 0.90   0.0   10.1     7e+03 ?   UNVERIFIED_ORG: Rhizobium esperanzae strain SEMIA 4042 Ga0394368_14, whole genome shotgun sequence
NZ_JACJNC010000007.1 -         nhaA-I               RF03057    cm       41       50    39273    39264      -    no    1 0.90   0.0   10.1     7e+03 ?   UNVERIFIED_ORG: Rhizobium esperanzae strain SEMIA 4002 Ga0394350_07, whole genome shotgun sequence
NZ_JACJNC010000038.1 -         nhaA-I               RF03057    cm       41       50    39092    39101      +    no    1 0.90   0.0   10.1     7e+03 ?   UNVERIFIED_ORG: Rhizobium esperanzae strain SEMIA 4002 Ga0394350_38, whole genome shotgun sequence
NZ_JACJMT010000015.1 -         nhaA-I               RF03057    cm       41       50    80766    80775      +    no    1 0.90   0.0   10.1     7e+03 ?   UNVERIFIED_ORG: Rhizobium pisi strain 27/80 Ga0394392_15, whole genome shotgun sequence
NZ_CDMV01000067.1    -         nhaA-I               RF03057    cm       41       50   169245   169254      +    no    1 0.90   0.0   10.1     7e+03 ?   Klebsiella variicola strain 801, whole genome shotgun sequence
NZ_ANMK01000141.1    -         nhaA-I               RF03057    cm       41       50    28590    28599      +    no    1 0.90   0.0   10.1     7e+03 ?   Lacticaseibacillus paracasei subsp. paracasei Lpp120 contig00169, whole genome shotgun sequence
NZ_ANML01000148.1    -         nhaA-I               RF03057    cm       41       50    90195    90204      +    no    1 0.90   0.0   10.1     7e+03 ?   Lacticaseibacillus paracasei subsp. paracasei Lpp223 contig00173, whole genome shotgun sequence
NZ_ANMM01000010.1    -         nhaA-I               RF03057    cm       41       50    40385    40376      -    no    1 0.90   0.0   10.1     7e+03 ?   Lacticaseibacillus paracasei subsp. paracasei Lpp225 contig00010, whole genome shotgun sequence
NZ_MLFE01000005.1    -         nhaA-I               RF03057    cm       41       50   139275   139284      +    no    1 0.90   0.0   10.1     7e+03 ?   Pantoea allii strain LMG 24248 Contig0005_, whole genome shotgun sequence
NZ_CDMV01000001.1    -         nhaA-I               RF03057    cm       41       50    86470    86461      -    no    1 0.90   0.0   10.1     7e+03 ?   Klebsiella variicola strain 801, whole genome shotgun sequence
NZ_LNAY01000703.1    -         nhaA-I               RF03057    cm       41       50       25       16      -    no    1 0.90   0.0   10.1     7e+03 ?   Mycobacterium avium subsp. hominissuis strain MAH-E-149-3 MAH-E-149-3_S4CLC_contig_524, whole genome shotgun sequence
NZ_LNAZ01000775.1    -         nhaA-I               RF03057    cm       41       50       31       22      -    no    1 0.90   0.0   10.1     7e+03 ?   Mycobacterium avium subsp. hominissuis strain MAH-E-149-7 MAH-E-149-7_S5CLC_contig_459, whole genome shotgun sequence
NZ_PYUR01000013.1    -         nhaA-I               RF03057    cm       41       50   112721   112730      +    no    1 0.90   0.0   10.1     7e+03 ?   Salmonella enterica subsp. enterica serovar Typhimurium strain OLF-FSR1-ST-44 6, whole genome shotgun sequence
NZ_MRZP01000001.1    -         nhaA-I               RF03057    cm       41       50   156598   156589      -    no    1 0.90   0.0   10.1     7e+03 ?   Aeromonas allosaccharophila strain CCM 4363 NODE_1_length_293101_cov_76.4829_ID_1, whole genome shotgun sequence
NZ_CABGVC010000001.1 -         nhaA-I               RF03057    cm       41       50   569562   569553      -    no    1 0.90   0.0   10.1     7e+03 ?   Klebsiella pneumoniae strain 4928STDY7071672, whole genome shotgun sequence
NZ_VKDK01000001.1    -         nhaA-I               RF03057    cm       41       50   149879   149888      +    no    1 0.90   0.0   10.1     7e+03 ?   Corynebacterium aurimucosum strain 2274 NODE_1_length_276321_cov_275.669, whole genome shotgun sequence
NZ_MDCP01000044.1    -         nhaA-I               RF03057    cm       41       50    43465    43456      -    no    1 0.90   0.0   10.1     7e+03 ?   Geobacillus thermoleovorans strain N7 NODE_13_length_91759_cov_49.6271, whole genome shotgun sequence
NZ_NQXZ01000028.1    -         nhaA-I               RF03057    cm       41       50    30799    30808      +    no    1 0.90   0.0   10.1     7e+03 ?   Pseudomonas congelans strain RMX815.1a seq115_Contig28, whole genome shotgun sequence
NZ_NQYB01000151.1    -         nhaA-I               RF03057    cm       41       50    30619    30628      +    no    1 0.90   0.0   10.1     7e+03 ?   Pseudomonas congelans strain DM2.1.12.02A seq96_Contig188, whole genome shotgun sequence
NZ_CAKZ01000113.1    -         nhaA-I               RF03057    cm       41       50    56772    56781      +    no    1 0.90   0.0   10.1     7e+03 ?   Cronobacter dublinensis 1210, whole genome shotgun sequence
NZ_WJWO01000013.1    -         nhaA-I               RF03057    cm       41       50   145009   145018      +    no    1 0.90   0.0   10.1     7e+03 ?   Klebsiella pneumoniae strain CriePir26 NODE_13_length_192382_cov_49.4474, whole genome shotgun sequence
NZ_JAOA01000001.1    -         nhaA-I               RF03057    cm       41       50   384743   384734      -    no    1 0.90   0.0   10.1     7e+03 ?   Mycobacterium kansasii 662 gmk662.contig.0, whole genome shotgun sequence
NZ_JAOA01000002.1    -         nhaA-I               RF03057    cm       41       50   351338   351347      +    no    1 0.90   0.0   10.1     7e+03 ?   Mycobacterium kansasii 662 gmk662.contig.1, whole genome shotgun sequence
NZ_ACJD01000001.1    -         nhaA-I               RF03057    cm       41       50   147860   147851      -    no    1 0.90   0.0   10.1     7e+03 ?   Brucella ceti str. Cudo chromosome I VBI00081_1, whole genome shotgun sequence
NZ_BIMO01000008.1    -         nhaA-I               RF03057    cm       41       50   160661   160670      +    no    1 0.90   0.0   10.1     7e+03 ?   Stenotrophomonas pavanii strain Y contig8, whole genome shotgun sequence
NZ_LHMF01000025.1    -         nhaA-I               RF03057    cm       41       50   166025   166016      -    no    1 0.90   0.0   10.1     7e+03 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N51240 N51240_contig_25, whole genome shotgun sequence
NZ_LHNW01000016.1    -         nhaA-I               RF03057    cm       41       50   113793   113802      +    no    1 0.90   0.0   10.1     7e+03 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N51287 N51287_contig_16, whole genome shotgun sequence
NZ_LHLX01000010.1    -         nhaA-I               RF03057    cm       41       50    70227    70218      -    no    1 0.90   0.0   10.1     7e+03 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N50442 N50442_contig_10, whole genome shotgun sequence
NZ_LHLF01000006.1    -         nhaA-I               RF03057    cm       41       50   112334   112343      +    no    1 0.90   0.0   10.1     7e+03 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N50420 N50420_contig_6, whole genome shotgun sequence
NZ_LHMA01000011.1    -         nhaA-I               RF03057    cm       41       50   113793   113802      +    no    1 0.90   0.0   10.1     7e+03 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N50445 N50445_contig_11, whole genome shotgun sequence
NZ_JACJNF010000011.1 -         nhaA-I               RF03057    cm       41       50    58176    58167      -    no    1 0.90   0.0   10.1     7e+03 ?   UNVERIFIED_ORG: Rhizobium esperanzae strain SEMIA 4042 Ga0394368_11, whole genome shotgun sequence
NZ_JACJNC010000011.1 -         nhaA-I               RF03057    cm       41       50   104293   104302      +    no    1 0.90   0.0   10.1     7e+03 ?   UNVERIFIED_ORG: Rhizobium esperanzae strain SEMIA 4002 Ga0394350_11, whole genome shotgun sequence
NZ_JACJMT010000007.1 -         nhaA-I               RF03057    cm       41       50    20593    20602      +    no    1 0.90   0.0   10.1     7e+03 ?   UNVERIFIED_ORG: Rhizobium pisi strain 27/80 Ga0394392_07, whole genome shotgun sequence
NZ_CDMV01000015.1    -         nhaA-I               RF03057    cm       41       50   100110   100119      +    no    1 0.90   0.0   10.1     7e+03 ?   Klebsiella variicola strain 801, whole genome shotgun sequence
NZ_JPTQ01000346.1    -         nhaA-I               RF03057    cm       41       50      197      188      -    no    1 0.90   0.0   10.1     7e+03 ?   Vibrio harveyi strain CAIM464 contig-20000002, whole genome shotgun sequence
NZ_MRZP01000002.1    -         nhaA-I               RF03057    cm       41       50   110337   110346      +    no    1 0.90   0.0   10.1     7e+03 ?   Aeromonas allosaccharophila strain CCM 4363 NODE_2_length_165211_cov_82.3962_ID_3, whole genome shotgun sequence
NZ_VKDJ01000002.1    -         nhaA-I               RF03057    cm       41       50   170788   170797      +    no    1 0.90   0.0   10.1     7e+03 ?   Corynebacterium aurimucosum strain 2226 NODE_2_length_219175_cov_43.1322, whole genome shotgun sequence
NZ_JABEAQ010000904.1 -         nhaA-I               RF03057    cm       41       50      245      254      +    no    1 0.90   0.0   10.1     7e+03 ?   Pantoea ananatis strain PNA_18_5S NODE_904_length_323_cov_42.247967, whole genome shotgun sequence
NZ_JAOA01000001.1    -         nhaA-I               RF03057    cm       41       50  1486926  1486917      -    no    1 0.90   0.0   10.1     7e+03 ?   Mycobacterium kansasii 662 gmk662.contig.0, whole genome shotgun sequence
NZ_CABVLX010000002.1 -         nhaA-I               RF03057    cm        1       55    41067    41040      -    no    1 0.79   0.0   10.1     7e+03 ?   Desulfovibrio diazotrophicus isolate Dwuxii, whole genome shotgun sequence
