#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NZ_JAJNSX010000016.1 -         Sodium               RF03071    cm        1       55    41334    41286      -    no    1 0.39   0.0   48.1   1.3e-06 !   Lactobacillus delbrueckii subsp. bulgaricus strain FAM 22166 FAM22166-i1-1_scf16, whole genome shotgun sequence
NZ_CDRS01000125.1    -         Sodium               RF03071    cm        1       55    11384    11340      -    no    1 0.49   0.0   10.1     7e+03 ?   Escherichia coli strain 46A_L1, whole genome shotgun sequence
NZ_QEJF01000693.1    -         Sodium               RF03071    cm        1       55      593      537      -    no    1 0.26   0.3   10.1     7e+03 ?   Staphylococcus pseudintermedius strain ST496 4 57_S15_L001_R2_001_contig_694, whole genome shotgun sequence
NZ_QQQX01000011.1    -         Sodium               RF03071    cm        1       55    22289    22323      +    no    1 0.20   0.1   10.1     7e+03 ?   Mesomycoplasma hyopneumoniae strain MHP699 Mhp699_11_length_32777_cov_12.7314, whole genome shotgun sequence
NZ_CABEFZ010000070.1 -         Sodium               RF03071    cm        1       55    14684    14649      -    no    1 0.56   0.0   10.1     7e+03 ?   Desulfosarcina cetonica strain xyz, whole genome shotgun sequence
NZ_MOLL01000083.1    -         Sodium               RF03071    cm        1       55    11776    11700      -    no    1 0.48   0.0   10.1   7.1e+03 ?   Vibrio cholerae strain DL4211 Contig_68, whole genome shotgun sequence
NZ_MOLM01000005.1    -         Sodium               RF03071    cm        1       55   329638   329714      +    no    1 0.48   0.0   10.1   7.1e+03 ?   Vibrio cholerae strain DL4215 AB_SE_12_CTTGTA_L008_R2_001_(paired)_contig_5, whole genome shotgun sequence
NZ_D13972.1          -         Sodium               RF03071    cm        1       55     1411     1372      -    no    1 0.50   0.0   10.1   7.1e+03 ?   Synechococcus sp. PCC 7002 strain PR-6 plasmid Plasmid pAQ1, complete sequence
NZ_JAGTPX010000004.1 -         Sodium               RF03071    cm        1       55    96543    96576      +    no    1 0.35   0.0   10.1   7.1e+03 ?   Niallia circulans strain DC10 Contig_4_, whole genome shotgun sequence
NZ_WMAD01000005.1    -         Sodium               RF03071    cm        1       55    35188    35232      +    no    1 0.44   0.0   10.1   7.1e+03 ?   Streptococcus equi subsp. zooepidemicus strain ISU38408 contig005, whole genome shotgun sequence
NZ_JAJNSX010000015.1 -         Sodium               RF03071    cm        1       55    11129    11084      -    no    1 0.52   0.0   10.1   7.1e+03 ?   Lactobacillus delbrueckii subsp. bulgaricus strain FAM 22166 FAM22166-i1-1_scf15, whole genome shotgun sequence
NZ_MNPM02000014.1    -         Sodium               RF03071    cm        1       55   520061   519992      -    no    1 0.36   0.0   10.1   7.2e+03 ?   Mastigocladus laminosus UU774 scaffold_13, whole genome shotgun sequence
NZ_JAJNTW010000114.1 -         Sodium               RF03071    cm        1       55      120      163      +    no    1 0.34   0.0   10.0   7.2e+03 ?   Lactobacillus delbrueckii subsp. lactis strain DSM 20076 DSM20076-i1-1_scf114, whole genome shotgun sequence
NZ_NNMP01000453.1    -         Sodium               RF03071    cm        1       55       34       88      +    no    1 0.36   0.0   10.0   7.2e+03 ?   Vibrio parahaemolyticus strain B9_4 B9_4_contig453, whole genome shotgun sequence
NZ_AGGZ01000023.1    -         Sodium               RF03071    cm        1       55    24484    24549      +    no    1 0.41   0.0   10.0   7.2e+03 ?   Streptococcus sobrinus TCI-357 contig00023, whole genome shotgun sequence
NZ_RDBW01000049.1    -         Sodium               RF03071    cm        1       55     6749     6706      -    no    1 0.55   0.0   10.0   7.2e+03 ?   Pseudoalteromonas sp. J010 scaffold_48, whole genome shotgun sequence
NZ_MOSX01000001.1    -         Sodium               RF03071    cm        1       55   766761   766677      -    no    1 0.35   0.0   10.0   7.3e+03 ?   Clostridioides difficile strain 6607-DH/ST42 6607_contig000001, whole genome shotgun sequence
NZ_SDBC01000176.1    -         Sodium               RF03071    cm        1       55       95      147      +    no    1 0.28   0.0   10.0   7.3e+03 ?   Acinetobacter baumannii strain O1-2 NODE_189_length_468_cov_0.123167, whole genome shotgun sequence
NZ_QSCN01000001.1    -         Sodium               RF03071    cm        1       55   402438   402480      +    no    1 0.30   0.0   10.0   7.3e+03 ?   Blautia obeum strain OF03-14 OF03-14.Scaf1, whole genome shotgun sequence
NZ_MLFE01000004.1    -         Sodium               RF03071    cm       31       55   171682   171708      +    no    1 0.52   0.0   10.0   7.3e+03 ?   Pantoea allii strain LMG 24248 Contig0004_, whole genome shotgun sequence
NZ_NUDF01000278.1    -         Sodium               RF03071    cm        1       55       80       23      -    no    1 0.24   0.7   10.0   7.3e+03 ?   Bacillus pseudomycoides strain AFS012367 AFS012367_110_A11_Contig278_140523, whole genome shotgun sequence
NZ_JABTZX010000006.1 -         Sodium               RF03071    cm        1       55  1161268  1161237      -    no    1 0.22   0.0   10.0   7.3e+03 ?   Staphylococcus aureus strain 18SBCL674 18SBCL674STA_7, whole genome shotgun sequence
NZ_LALA01000436.1    -         Sodium               RF03071    cm        1       55      151      120      -    no    1 0.22   0.0   10.0   7.3e+03 ?   Staphylococcus aureus strain C1667 contig_437, whole genome shotgun sequence
NZ_LALD01000563.1    -         Sodium               RF03071    cm        1       55      131      162      +    no    1 0.22   0.0   10.0   7.3e+03 ?   Staphylococcus aureus strain C1675 contig_566, whole genome shotgun sequence
NZ_LALW01000142.1    -         Sodium               RF03071    cm        1       55      151      120      -    no    1 0.22   0.0   10.0   7.3e+03 ?   Staphylococcus aureus strain C2403 contig_142, whole genome shotgun sequence
NZ_LAMU01000203.1    -         Sodium               RF03071    cm        1       55      151      120      -    no    1 0.22   0.0   10.0   7.3e+03 ?   Staphylococcus aureus strain 01-19 contig_208, whole genome shotgun sequence
NZ_RQTF01000518.1    -         Sodium               RF03071    cm        1       55      163      132      -    no    1 0.22   0.0   10.0   7.3e+03 ?   Staphylococcus aureus strain SA12 SA12_S30_L001_R1_001__paired__sampled_521, whole genome shotgun sequence
NZ_RQSU01000383.1    -         Sodium               RF03071    cm        1       55      147      178      +    no    1 0.22   0.0   10.0   7.3e+03 ?   Staphylococcus aureus strain SA1 SA1_S19_L001_R1_001__paired__sampled_388, whole genome shotgun sequence
NZ_RQTA01000386.1    -         Sodium               RF03071    cm        1       55      151      120      -    no    1 0.22   0.0   10.0   7.3e+03 ?   Staphylococcus aureus strain SA7 SA7_S25_L001_R1_001__paired__sampled_387, whole genome shotgun sequence
NZ_RQSV01000460.1    -         Sodium               RF03071    cm        1       55      146      177      +    no    1 0.22   0.0   10.0   7.3e+03 ?   Staphylococcus aureus strain SA2 SA2_S20_L001_R1_001__paired__sampled_464, whole genome shotgun sequence
NZ_RQTC01000578.1    -         Sodium               RF03071    cm        1       55       89      120      +    no    1 0.22   0.0   10.0   7.3e+03 ?   Staphylococcus aureus strain SA9 SA9_S27_L001_R1_001__paired__sampled_580, whole genome shotgun sequence
NZ_RQSX01000750.1    -         Sodium               RF03071    cm        1       55      151      120      -    no    1 0.22   0.0   10.0   7.3e+03 ?   Staphylococcus aureus strain SA4 SA4_S22_L001_R1_001__paired__sampled_762, whole genome shotgun sequence
NZ_JAHNFY010000124.1 -         Sodium               RF03071    cm        1       55      233      264      +    no    1 0.22   0.0   10.0   7.3e+03 ?   Staphylococcus aureus strain HAR3 HAR3_trimmed_contig_124, whole genome shotgun sequence
NZ_JAHNGB010000171.1 -         Sodium               RF03071    cm        1       55      206      237      +    no    1 0.22   0.0   10.0   7.3e+03 ?   Staphylococcus aureus strain HAR6 HAR6_trimmed_contig_171, whole genome shotgun sequence
NZ_NAIO01000210.1    -         Sodium               RF03071    cm        1       55      151      120      -    no    1 0.22   0.0   10.0   7.3e+03 ?   Staphylococcus aureus strain 622 6_S6_L001_R1_001_contig_211, whole genome shotgun sequence
NZ_NAIR01000364.1    -         Sodium               RF03071    cm        1       55      111      142      +    no    1 0.22   0.0   10.0   7.3e+03 ?   Staphylococcus aureus strain 38 3_S3_L001_R1_001_contig_367, whole genome shotgun sequence
NZ_NAIQ01000521.1    -         Sodium               RF03071    cm        1       55      235      266      +    no    1 0.22   0.0   10.0   7.3e+03 ?   Staphylococcus aureus strain 428 4_S4_L001_R1_001_contig_524, whole genome shotgun sequence
NZ_NAIW01000192.1    -         Sodium               RF03071    cm        1       55      151      120      -    no    1 0.22   0.0   10.0   7.3e+03 ?   Staphylococcus aureus strain Q13/1/305 15_S15_L001_R1_001_contig_193, whole genome shotgun sequence
NZ_NAIP01000699.1    -         Sodium               RF03071    cm        1       55       90      121      +    no    1 0.22   0.0   10.0   7.3e+03 ?   Staphylococcus aureus strain 619 5_S5_L001_R1_001_contig_701, whole genome shotgun sequence
NZ_CTVA01000109.1    -         Sodium               RF03071    cm        1       55      171      140      -    no    1 0.22   0.0   10.0   7.3e+03 ?   Staphylococcus aureus strain 07-00063, whole genome shotgun sequence
NZ_CTVH01000056.1    -         Sodium               RF03071    cm        1       55      171      140      -    no    1 0.22   0.0   10.0   7.3e+03 ?   Staphylococcus aureus strain 06-01203, whole genome shotgun sequence
NZ_CTTY01000056.1    -         Sodium               RF03071    cm        1       55      106      137      +    no    1 0.22   0.0   10.0   7.3e+03 ?   Staphylococcus aureus strain 07-02990, whole genome shotgun sequence
NZ_CTTT01000114.1    -         Sodium               RF03071    cm        1       55      171      140      -    no    1 0.22   0.0   10.0   7.3e+03 ?   Staphylococcus aureus strain 07-03345, whole genome shotgun sequence
NZ_CTTG01000080.1    -         Sodium               RF03071    cm        1       55      171      140      -    no    1 0.22   0.0   10.0   7.3e+03 ?   Staphylococcus aureus strain 08-01674, whole genome shotgun sequence
NZ_CTTI01000114.1    -         Sodium               RF03071    cm        1       55      112      143      +    no    1 0.22   0.0   10.0   7.3e+03 ?   Staphylococcus aureus strain 08-01669, whole genome shotgun sequence
NZ_CTVK01000075.1    -         Sodium               RF03071    cm        1       55      176      207      +    no    1 0.22   0.0   10.0   7.3e+03 ?   Staphylococcus aureus strain 06-01650, whole genome shotgun sequence
NZ_CTWK01000151.1    -         Sodium               RF03071    cm        1       55      206      237      +    no    1 0.22   0.0   10.0   7.3e+03 ?   Staphylococcus aureus strain HU15, whole genome shotgun sequence
NZ_CTWJ01000099.1    -         Sodium               RF03071    cm        1       55      289      258      -    no    1 0.22   0.0   10.0   7.3e+03 ?   Staphylococcus aureus strain HU16, whole genome shotgun sequence
NZ_CTYF01000124.1    -         Sodium               RF03071    cm        1       55      209      240      +    no    1 0.22   0.0   10.0   7.3e+03 ?   Staphylococcus aureus strain MU5, whole genome shotgun sequence
NZ_CTWN01000121.1    -         Sodium               RF03071    cm        1       55      202      233      +    no    1 0.22   0.0   10.0   7.3e+03 ?   Staphylococcus aureus strain HU14, whole genome shotgun sequence
NZ_JWHZ01000127.1    -         Sodium               RF03071    cm        1       55      231      262      +    no    1 0.22   0.0   10.0   7.3e+03 ?   Staphylococcus aureus strain 05-25 contig_129, whole genome shotgun sequence
NZ_MNPM02000004.1    -         Sodium               RF03071    cm        3       28    31640    31615      -    no    1 0.19   0.0   10.0   7.3e+03 ?   Mastigocladus laminosus UU774 scaffold_3, whole genome shotgun sequence
NZ_CAAJGI010000019.1 -         Sodium               RF03071    cm        1       55      326      382      +    no    1 0.19   1.8   10.0   7.3e+03 ?   Streptococcus pyogenes strain NS833, whole genome shotgun sequence
NZ_CAAHWR010000019.1 -         Sodium               RF03071    cm        1       55      116       60      -    no    1 0.19   1.8   10.0   7.3e+03 ?   Streptococcus pyogenes strain 33193V1S1, whole genome shotgun sequence
NZ_CAAISX010000033.1 -         Sodium               RF03071    cm        1       55      116       60      -    no    1 0.19   1.8   10.0   7.3e+03 ?   Streptococcus pyogenes strain 33193V1T1, whole genome shotgun sequence
NZ_JAKETK010000021.1 -         Sodium               RF03071    cm        1       55    51390    51345      -    no    1 0.24   0.3   10.0   7.4e+03 ?   Terrisporobacter glycolicus strain WW3900 TerrGly2WW010522_contig_21, whole genome shotgun sequence
NZ_JABTZX010000006.1 -         Sodium               RF03071    cm        1       55   252717   252671      -    no    1 0.43   0.0   10.0   7.4e+03 ?   Staphylococcus aureus strain 18SBCL674 18SBCL674STA_7, whole genome shotgun sequence
NZ_JAOA01000002.1    -         Sodium               RF03071    cm        1       55   388722   388660      -    no    1 0.56   0.0   10.0   7.4e+03 ?   Mycobacterium kansasii 662 gmk662.contig.1, whole genome shotgun sequence
NZ_SITK01000043.1    -         Sodium               RF03071    cm        4       27       93       70      -    no    1 0.38   0.0   10.0   7.4e+03 ?   Hafnia paralvei strain PCM_1211 892, whole genome shotgun sequence
NZ_SISY01000018.1    -         Sodium               RF03071    cm        4       27      140      163      +    no    1 0.38   0.0   10.0   7.4e+03 ?   Hafnia paralvei strain PCM_1188 535, whole genome shotgun sequence
NZ_JAAK01000248.1    -         Sodium               RF03071    cm        1       55      374      428      +    no    1 0.29   0.0   10.0   7.4e+03 ?   Enterococcus faecium VRE0576 contig00248, whole genome shotgun sequence
NZ_MTRX01000960.1    -         Sodium               RF03071    cm        1       55      206      152      -    no    1 0.29   0.0   10.0   7.4e+03 ?   Enterococcus faecium strain ERV212 contig_964, whole genome shotgun sequence
NZ_MJFL01000758.1    -         Sodium               RF03071    cm        1       55      341      395      +    no    1 0.29   0.0   10.0   7.4e+03 ?   Enterococcus faecium strain ERV223 contig_784, whole genome shotgun sequence
NZ_VIXN01000260.1    -         Sodium               RF03071    cm        1       55       27       72      +    no    1 0.20   0.3   10.0   7.4e+03 ?   Klebsiella pneumoniae strain AH3176-14 NODE_327_length_329_cov_0.797030, whole genome shotgun sequence
NZ_JAFIQP010000228.1 -         Sodium               RF03071    cm        4       27      161      185      +    no    1 0.12   0.4   10.0   7.4e+03 ?   Anaerobutyricum soehngenii strain SL6/1/1 scaffold_296, whole genome shotgun sequence
NZ_AFUQ01000001.1    -         Sodium               RF03071    cm        1       55   592085   592031      -    no    1 0.36   0.0   10.0   7.4e+03 ?   Streptococcus infantis X Contig83, whole genome shotgun sequence
NZ_LYHR01000252.1    -         Sodium               RF03071    cm        1       55      473      443      -    no    1 0.23   0.0   10.0   7.5e+03 ?   Acinetobacter baumannii strain XH735 XH735_contig_911, whole genome shotgun sequence
NZ_JOEM01000108.1    -         Sodium               RF03071    cm        1       55       39        2      -    no    1 0.53   0.0   10.0   7.5e+03 ?   Streptomyces cyaneofuscatus strain NRRL B-2570 contig108.1, whole genome shotgun sequence
NZ_AWWY01000129.1    -         Sodium               RF03071    cm        1       55    87439    87380      -    no    1 0.43   0.0   10.0   7.5e+03 ?   Vibrio mimicus CAIM 1882 contig00150, whole genome shotgun sequence
NZ_AWWL01000130.1    -         Sodium               RF03071    cm        1       55    87458    87399      -    no    1 0.43   0.0   10.0   7.5e+03 ?   Vibrio mimicus CAIM 1883 contig00147, whole genome shotgun sequence
NZ_PXLO01001329.1    -         Sodium               RF03071    cm        1       55      200      150      -    no    1 0.39   0.0   10.0   7.5e+03 ?   Klebsiella pneumoniae strain CRE08 NODE_1331_length_218_cov_1.10429, whole genome shotgun sequence
NZ_LSPQ01000041.1    -         Sodium               RF03071    cm        1       19       20        1      -    3'    3 0.40   0.0   10.0   7.5e+03 ?   Listeria monocytogenes strain CFSAN026607 CFSAN026607_contig0040, whole genome shotgun sequence
NZ_MCWV02000003.1    -         Sodium               RF03071    cm        1       55    51677    51629      -    no    1 0.45   0.0   10.0   7.5e+03 ?   Vibrio lentus strain 10N.261.55.C8 10N26155C8_2, whole genome shotgun sequence
NZ_JAHEAH010000002.1 -         Sodium               RF03071    cm       38       53   574827   574812      -    no    1 0.31   0.0   10.0   7.5e+03 ?   Flavihumibacter rivuli strain IMCC34838 NODE_2_length_739692_cov_30.023818, whole genome shotgun sequence
NZ_CABEFZ010000072.1 -         Sodium               RF03071    cm        1       55    92685    92729      +    no    1 0.49   0.0   10.0   7.5e+03 ?   Desulfosarcina cetonica strain xyz, whole genome shotgun sequence
NZ_JAJNSX010000001.1 -         Sodium               RF03071    cm        1       55   241067   241031      -    no    1 0.62   0.0   10.0   7.5e+03 ?   Lactobacillus delbrueckii subsp. bulgaricus strain FAM 22166 FAM22166-i1-1_scf1, whole genome shotgun sequence
NZ_AGGZ01000007.1    -         Sodium               RF03071    cm        1       55    19539    19591      +    no    1 0.53   0.0   10.0   7.5e+03 ?   Streptococcus sobrinus TCI-357 contig00007, whole genome shotgun sequence
NZ_FYTN01000010.1    -         Sodium               RF03071    cm        1       55     8653     8583      -    no    1 0.30   0.0   10.0   7.6e+03 ?   Streptococcus pneumoniae strain UoS5098, whole genome shotgun sequence
NZ_AKBW01000001.1    -         Sodium               RF03071    cm        1       55  2141436  2141366      -    no    1 0.30   0.0   10.0   7.6e+03 ?   Streptococcus pneumoniae TIGR4 chromosome, whole genome shotgun sequence
NZ_JAAKAK010000001.1 -         Sodium               RF03071    cm       37       54   121430   121413      -    no    1 0.39   0.0   10.0   7.6e+03 ?   Campylobacter coli strain 600001 600001_1, whole genome shotgun sequence
NZ_QYUU01000007.1    -         Sodium               RF03071    cm       37       54   119974   119957      -    no    1 0.39   0.0   10.0   7.6e+03 ?   Campylobacter coli strain F8 Contig_7, whole genome shotgun sequence
NZ_JAHOOU010000240.1 -         Sodium               RF03071    cm        1       55       81      120      +    no    1 0.38   0.1   10.0   7.6e+03 ?   Phocaeicola vulgatus strain DFI.1.193 FEJJDMHP_240, whole genome shotgun sequence
NZ_VOIA01000051.1    -         Sodium               RF03071    cm        1       55      641      602      -    no    1 0.38   0.1   10.0   7.6e+03 ?   Parabacteroides distasonis strain ADR1290_3B NODE_85_length_722_cov_76.947899, whole genome shotgun sequence
NZ_VOHU01000044.1    -         Sodium               RF03071    cm        1       55      641      602      -    no    1 0.38   0.1   10.0   7.6e+03 ?   Parabacteroides distasonis strain ADR1290_1B NODE_50_length_723_cov_70.310403, whole genome shotgun sequence
NZ_WCIA01000044.1    -         Sodium               RF03071    cm        1       55      641      602      -    no    1 0.38   0.1   10.0   7.6e+03 ?   Parabacteroides distasonis strain ADR129M NODE_47_length_723_cov_42.328859, whole genome shotgun sequence
NZ_WCIB01000049.1    -         Sodium               RF03071    cm        1       55       82      121      +    no    1 0.38   0.1   10.0   7.6e+03 ?   Parabacteroides distasonis strain ADR1290_2B NODE_51_length_722_cov_96.121008, whole genome shotgun sequence
NZ_JAJCMX010000109.1 -         Sodium               RF03071    cm        1       55       10       49      +    no    1 0.38   0.1   10.0   7.6e+03 ?   Phocaeicola vulgatus strain DFI.3.65 JBNIPLAI_109, whole genome shotgun sequence
NZ_QRUI01000032.1    -         Sodium               RF03071    cm       39       52    16256    16269      +    no    1 0.29   0.0   10.0   7.6e+03 ?   Phocaeicola plebeius strain AF25-1LB AF25-1LB.Scaf32, whole genome shotgun sequence
NZ_RPSK01000052.1    -         Sodium               RF03071    cm        1       55      144       52      -    no    1 0.40   0.0   10.0   7.6e+03 ?   Bacillus sp. 2A25 NODE_124_length_495_cov_1.06522, whole genome shotgun sequence
NZ_JAHYOA010000128.1 -         Sodium               RF03071    cm        1       55      111      174      +    no    1 0.41   0.0    9.9   7.6e+03 ?   Bacteroides thetaiotaomicron strain BJH_217 128, whole genome shotgun sequence
NZ_PIIZ01000173.1    -         Sodium               RF03071    cm        1       55      132      159      +    no    1 0.25   0.0    9.9   7.7e+03 ?   Escherichia coli strain 1670 L1670_S6_L001_R1_001__paired__contig_173, whole genome shotgun sequence
NZ_JADCSA010000872.1 -         Sodium               RF03071    cm        1       55       63       24      -    no    1 0.55   0.0    9.9   7.7e+03 ?   Nocardioides malaquae strain Y6 NODE_954_length_249_cov_0.848837, whole genome shotgun sequence
NZ_CABMIR010000034.1 -         Sodium               RF03071    cm        1       55    61335    61311      -    no    1 0.28   0.0    9.9   7.7e+03 ?   Vibrio metoecus isolate MGYG-HGUT-02368, whole genome shotgun sequence
NZ_LCUD01000034.1    -         Sodium               RF03071    cm        1       55    61335    61311      -    no    1 0.28   0.0    9.9   7.7e+03 ?   Vibrio metoecus strain 06-2478, whole genome shotgun sequence
NZ_AEHP01000067.1    -         Sodium               RF03071    cm        1       55     9013     8979      -    no    1 0.37   0.0    9.9   7.7e+03 ?   Lactobacillus iners LactinV 03V1-b contig00007, whole genome shotgun sequence
NZ_MNPM02000016.1    -         Sodium               RF03071    cm        3       28    57182    57201      +    no    1 0.30   0.0    9.9   7.7e+03 ?   Mastigocladus laminosus UU774 scaffold_15, whole genome shotgun sequence
NZ_SEIL01000028.1    -         Sodium               RF03071    cm        1       55    24576    24654      +    no    1 0.30   0.0    9.9   7.8e+03 ?   Acinetobacter lwoffii strain AL_065 NODE_28_length_36939_cov_30.5971, whole genome shotgun sequence
NZ_CAKZ01000017.1    -         Sodium               RF03071    cm       38       53     8401     8416      +    no    1 0.44   0.0    9.9   7.8e+03 ?   Cronobacter dublinensis 1210, whole genome shotgun sequence
NZ_MOSX01000001.1    -         Sodium               RF03071    cm        1       55   626083   626034      -    no    1 0.32   0.0    9.9   7.8e+03 ?   Clostridioides difficile strain 6607-DH/ST42 6607_contig000001, whole genome shotgun sequence
NZ_JAGTPX010000018.1 -         Sodium               RF03071    cm        1       55    84968    85018      +    no    1 0.27   0.3    9.9   7.9e+03 ?   Niallia circulans strain DC10 Contig_18_Bacillus, whole genome shotgun sequence
NZ_JAKETK010000001.1 -         Sodium               RF03071    cm       37       54    72841    72823      -    no    1 0.42   0.0    9.9   7.9e+03 ?   Terrisporobacter glycolicus strain WW3900 TerrGly2WW010522_contig_1, whole genome shotgun sequence
NZ_WMAD01000001.1    -         Sodium               RF03071    cm        1       55    18980    19087      +    no    1 0.48   0.0    9.9   7.9e+03 ?   Streptococcus equi subsp. zooepidemicus strain ISU38408 contig001, whole genome shotgun sequence
NZ_AWWY01000328.1    -         Sodium               RF03071    cm        1       55     5387     5344      -    no    1 0.48   0.0    9.9   7.9e+03 ?   Vibrio mimicus CAIM 1882 contig00423, whole genome shotgun sequence
NZ_AWWL01000330.1    -         Sodium               RF03071    cm        1       55     5386     5343      -    no    1 0.48   0.0    9.9   7.9e+03 ?   Vibrio mimicus CAIM 1883 contig00440, whole genome shotgun sequence
NZ_VWYC01000206.1    -         Sodium               RF03071    cm        1       55      364      327      -    no    1 0.37   0.0    9.9   7.9e+03 ?   Vibrio mimicus strain ATCC 33654 contig206, whole genome shotgun sequence
NZ_JAJCQV010000249.1 -         Sodium               RF03071    cm        1       55      372      295      -    no    1 0.33   1.1    9.9   7.9e+03 ?   Phocaeicola vulgatus strain DFI.1.126 KKLMEBPK_249, whole genome shotgun sequence
NZ_JAJCOQ010000250.1 -         Sodium               RF03071    cm        1       55      372      295      -    no    1 0.33   1.1    9.9   7.9e+03 ?   Phocaeicola vulgatus strain DFI.1.35 DEAAIGLB_250, whole genome shotgun sequence
NZ_JAJCQU010000234.1 -         Sodium               RF03071    cm        1       55      409      332      -    no    1 0.33   1.1    9.9   7.9e+03 ?   Phocaeicola vulgatus strain DFI.1.127 NBPAPLMH_234, whole genome shotgun sequence
NZ_JAJCQR010000255.1 -         Sodium               RF03071    cm        1       55       46      123      +    no    1 0.33   1.1    9.9   7.9e+03 ?   Phocaeicola vulgatus strain DFI.1.133 AALCOJJI_255, whole genome shotgun sequence
NZ_JAJCQG010000246.1 -         Sodium               RF03071    cm        1       55      409      332      -    no    1 0.33   1.1    9.9   7.9e+03 ?   Phocaeicola vulgatus strain DFI.1.167 MAFHBHEB_246, whole genome shotgun sequence
NZ_JAJCQO010000254.1 -         Sodium               RF03071    cm        1       55       46      123      +    no    1 0.33   1.1    9.9   7.9e+03 ?   Phocaeicola vulgatus strain DFI.1.146 CPMHMMJI_254, whole genome shotgun sequence
NZ_JAJCMZ010000231.1 -         Sodium               RF03071    cm        1       55      409      332      -    no    1 0.33   1.1    9.9   7.9e+03 ?   Phocaeicola vulgatus strain DFI.3.23 HAOBEGEE_231, whole genome shotgun sequence
NZ_BDGQ01000218.1    -         Sodium               RF03071    cm        1       55      282      244      -    no    1 0.36   0.0    9.9   7.9e+03 ?   Thaumasiovibrio subtropicus strain C4V358, whole genome shotgun sequence
NZ_JAHOEM010000184.1 -         Sodium               RF03071    cm        3       55      525      571      +    no    1 0.36   0.0    9.9     8e+03 ?   Prevotella copri strain MSK.21.66 NODE_186_length_867_cov_189.276, whole genome shotgun sequence
NZ_FYTN01000012.1    -         Sodium               RF03071    cm        1       55    44683    44736      +    no    1 0.33   0.0    9.9     8e+03 ?   Streptococcus pneumoniae strain UoS5098, whole genome shotgun sequence
NZ_AKBW01000001.1    -         Sodium               RF03071    cm        1       55    96747    96800      +    no    1 0.33   0.0    9.9     8e+03 ?   Streptococcus pneumoniae TIGR4 chromosome, whole genome shotgun sequence
NZ_PHLE01000001.1    -         Sodium               RF03071    cm        1       55   694594   694638      +    no    1 0.44   0.0    9.9     8e+03 ?   Enterococcus faecalis strain 16-196 16-196_scaffold_1_, whole genome shotgun sequence
NZ_RCIN01000008.1    -         Sodium               RF03071    cm        1       55   111696   111636      -    no    1 0.30   0.0    9.9     8e+03 ?   Proteus mirabilis strain L90 NODE_8_length_206980_cov_57.2872, whole genome shotgun sequence
NZ_QFLQ01000422.1    -         Sodium               RF03071    cm        1       55      292      253      -    no    1 0.43   0.0    9.9     8e+03 ?   Enterobacter cloacae complex sp. CH23B NODE_467_length_471_cov_0.715116, whole genome shotgun sequence
NZ_QQQX01000002.1    -         Sodium               RF03071    cm        1       55    48156    48120      -    no    1 0.27   0.0    9.9     8e+03 ?   Mesomycoplasma hyopneumoniae strain MHP699 Mhp699_2_length_78028_cov_17.4444, whole genome shotgun sequence
NZ_JAAKAK010000008.1 -         Sodium               RF03071    cm        1       55    15637    15669      +    no    1 0.18   0.2    9.9     8e+03 ?   Campylobacter coli strain 600001 600001_8, whole genome shotgun sequence
NZ_CMPU01000598.1    -         Sodium               RF03071    cm        1       55      493      526      +    no    1 0.41   0.0    9.9     8e+03 ?   Bacillus paranthracis strain type strain: N, whole genome shotgun sequence
NZ_QROA01000016.1    -         Sodium               RF03071    cm        1       55      916      863      -    no    1 0.33   0.0    9.9     8e+03 ?   Lachnospira eligens strain AF41-18 AF41-18.Scaf16, whole genome shotgun sequence
NZ_PJJS01000003.1    -         Sodium               RF03071    cm       37       54      347      364      +    no    1 0.50   0.0    9.8   8.1e+03 ?   Cryobacterium sp. M96 C477, whole genome shotgun sequence
NZ_PJJN01000007.1    -         Sodium               RF03071    cm       37       54     1700     1683      -    no    1 0.50   0.0    9.8   8.1e+03 ?   Cryobacterium sp. Y29 C237, whole genome shotgun sequence
NZ_PJJU01000005.1    -         Sodium               RF03071    cm       37       54     1603     1586      -    no    1 0.50   0.0    9.8   8.1e+03 ?   Cryobacterium sp. M25 C565, whole genome shotgun sequence
NZ_PJJT01000039.1    -         Sodium               RF03071    cm       37       54     5239     5222      -    no    1 0.50   0.0    9.8   8.1e+03 ?   Cryobacterium sp. M91 C599, whole genome shotgun sequence
NZ_PJJQ01000004.1    -         Sodium               RF03071    cm       37       54      462      479      +    no    1 0.50   0.0    9.8   8.1e+03 ?   Cryobacterium sp. N21 C339, whole genome shotgun sequence
NZ_PJJL01000025.1    -         Sodium               RF03071    cm       37       54     5209     5192      -    no    1 0.50   0.0    9.8   8.1e+03 ?   Cryobacterium sp. Y57 C399, whole genome shotgun sequence
NZ_PJJM01000032.1    -         Sodium               RF03071    cm       37       54     3993     3976      -    no    1 0.50   0.0    9.8   8.1e+03 ?   Cryobacterium sp. Y50 C507, whole genome shotgun sequence
NZ_PJJV01000011.1    -         Sodium               RF03071    cm       37       54      345      362      +    no    1 0.50   0.0    9.8   8.1e+03 ?   Cryobacterium sp. M23 C553, whole genome shotgun sequence
